filename,Key Skills,Overall Analysis,Certifications & Courses,Relevant Projects,Soft Skills,Overall Match Score,Projects Relevance Score,Experience Relevance Score,Final Score,Relative Ranking Score
resume_bac00157df.pdf,"['Strong English writing and editing skills', 'Attention to detail and accuracy', 'Basic knowledge of MS Word and Google Docs', 'Understanding different industry requirements', 'Good communication and teamwork skills']","The candidate has a background in engineering with a focus on cybersecurity, which does not directly align with the job requirements for a CV Intern. However, some transferable skills like 'Attention to detail and accuracy' are relevant. The candidate lacks experience in professional writing, document formatting, and industry-specific keyword research, which are crucial for the role.","['Practical Career Ready Professional - PCRP', 'Practical Network Penetration Tester - PNPT', 'eLearnSecurity Junior Penetration Tester - eJPTv2']",[],"['Good communication and teamwork skills', '`Attention to detail and accuracy']",4.0,2,2,300,50.0
resume_c44672948d.pdf,"['writing and editing skills', 'Google Docs', 'English', 'research skills for optimization', 'communication skills', 'teamwork skills', 'basic knowledge of MS Word', 'attention to detail and accuracy']","The resume does not closely align with the job requirements. The candidate has a strong technical background, particularly in cybersecurity and software projects, which includes a range of skills such as ML, Android malware detection, and network intrusion detection. However, they lack the necessary skills and experience in writing/resume, cover letter editing and client communication. Additionally, this role does not specify any programming languages or tools other than MS Word/Google Docs",['Pragmatic Approach to Cyber Security'],[],"['communication skills', 'teamwork skills', 'attention to detail and accuracy']",2.0,2,2,300,50.0
resume_b0e4f5f1b6.pdf,"['Robotics Engineering', 'ROS', 'MATLAB', 'Python', 'C++', 'SolidWorks', 'CATIA V5']","The candidate lacks direct experience and skills relevant to CV writing, editing, and industry-specific resume optimization. Though the candidate has strong technical skills, the focus on Robotics Engineering and automation-related projects does not align with the job requirements.",[],[],"['Communication skills', 'Problem solving']",2.0,0,3,225,37.5
resume_b3b4377a15.pdf,"['Software development', 'web and app development', 'data science', 'problem-solving', 'cross-functional collaboration', 'project management', 'communication']","The candidate's resume demonstrates a strong background in software development and experience with web and app development, which aligns well with the technical aspects of the CV Intern role. However, there is a significant mismatch between the job requirements and the candidate's specializations and experiences. The job requires strong English writing and editing skills, client communication, and document formatting, which the candidate lacks direct experience in.",[],[],"['communication', 'collaboration', 'project management']",4.0,2,1,225,37.5
resume_bfdce71cc6.pdf,"['MS Word', 'Outlook', 'Adobe Acrobat', 'Good Communication', 'Teamwork Skills']","The candidate has a strong background in technical and computer skills, but lacks direct experience in CV writing and editing. The candidate's communication and teamwork skills are relevant, but specific experience in the CV industry is missing.",[],[],"['Good communication and teamwork skills', 'Clarity, Engagement, Adaptable, Feedback Integration, Stress Management']",5.0,0,3,225,37.5
resume_c242f93b9d.pdf,"['C', 'Python', 'Java', 'Machine Learning', 'JavaScript', 'HTML', 'CSS', 'Flask', 'SQL', 'POWERBI', 'NumPy', 'Pandas', 'TensorFlow', 'Scikit Learn', 'OCR', 'OpenCV']","The candidate is a Computer Science Engineer specializing in Artificial Intelligence. They possess strong programming skills and some interest in data analytics. However, the role of a CV Intern requires specific writing, editing, and communication skills that the candidate does not explicitly demonstrate experience in. The candidate’s technical background is not directly relevant to the job description provided.","['Salesforce AI Associate – Salesforce', 'Data Science For Engineers – IIT MADRAS with NPTEL(ELITE)', 'AWS Educate – Credly']","[{'Project Name': 'Bug Vidhya (Group Project)', 'Description': 'Created an educational website offering Python and Java tutorials with a built-in code editor.', 'Technologies Used': ['HTML', 'CSS', 'JavaScript', 'Python', 'Flask', 'ACE API'], 'Relevance': 'Low. Not directly related to CV writing and editing.', 'Source': ''}, {'Project Name': 'ANPR and ATCC For Smart Traffic Management System', 'Description': 'Developed an intelligent traffic management system using Deep Learning for Automatic Number Plate Recognition (ANPR) and Automated Traffic Control System (ATCC).', 'Technologies Used': ['Python', 'OpenCV', 'TensorFlow', 'CNNs', 'OCR', 'YOLO Model'], 'Relevance': 'Low. Not directly related to CV writing and editing.', 'Source': 'https://github.com/kurrisaimahitha/Smart_Traffic_Management_System.git'}]","['Communication', 'Teamwork']",2.0,2,1,225,37.5
resume_c818716867.pdf,"['English writing and editing', 'Attention to detail', 'Google Docs', 'Understanding different industry requirements', 'Communication and teamwork']","The candidate possesses strong technical skills but lacks relevant experience in writing and editing professional CVs and cover letters, which are key requirements for the CV Intern position. Additionally, while strong in programming and developer-related skills, there is little evidence of experience in the field of HR and recruitment services. There are various certifications in analytical skills, but there are limited certifications on resume writing and HRM skills","['Google Professional Data Analytics', 'RPA Foundation by UiPath Academy ']",[],"['Attention to detail', 'Communication', 'Teamwork']",3.0,1,2,225,37.5
resume_aac6c4d425.pdf,"['Machine Learning', 'Deep Learning', 'AI', 'Cloud Computing', 'Big Data', 'Software Development', 'Python']","The applicant has a strong background in machine learning, AI, and software development, which is not directly applicable to the CV Intern position. The resume lacks relevant experience and skills in writing, editing, and proficiency in MS Word or Google Docs, which are crucial for the role. The applicant shows potential for writing through various projects but does not demonstrate the required soft skills for the position.",[],['None'],"['attention to detail', 'communication']",3.0,1,1,150,25.0
resume_b1a4d4b5c6.pdf,"['Python', 'C programming', 'Machine Learning', 'Digital Signal Processing', 'Data Structures', 'Algorithms', 'VLSI design and testing', 'Project Management', 'Communication', 'Teamwork']","The resume emphasizes technical and engineering skills, particularly in programming and machine learning. However, it does not directly highlight the skills required for the CV Intern role, such as strong English writing and editing skills, proficiency in MS Word or Google Docs, and understanding of industry-specific resume writing practices. The candidate's experience in technical projects does not directly translate to the required tasks for the CV Intern position.",[],[],"['Adaptability', 'Time Management', 'Leadership', 'Communication', 'Teamwork']",3.0,0,2,150,25.0
resume_b89d71fd29.pdf,"['VLSI Design', 'FPGA Development', 'Test Equipment Usage', 'Radar Systems']","The resume focuses heavily on VLSI Design and electronics engineering, which do not align with the requirements for a CV intern role. There is no mention of skills related to writing, editing, or communicating with clients, which are crucial for the job.","['Advanced VLSI Design and Verification, Maven Silicon-VLSI Training (2022 – 2023)']",[],[],2.0,1,1,150,25.0
resume_b13a6b5c43.pdf,"['English writing and editing skills', 'Communication skills', 'Teamwork skills', 'MS Word', 'Google Docs']","The candidate has some relevant skills in writing and communication, but the majority of their experience is in technical fields such as system analysis and DevOps, which are not directly aligned with the requirements of the CV Intern role.","['Devops (udemy, Online)', 'Redhat Linux (IPSR, Online)', 'Bug Bounty Testing(udemy, Online)']",[],"['Good communication skills', 'Teamwork skills']",4.0,0,1,75,12.5
resume_abcbaa82bd.pdf,"['Software Development', 'Web Development', 'Next.js', 'Django', 'PostgreSQL', 'Docker', 'Machine Learning', 'CNNs', 'Transfer Learning', 'Data Augmentation']","The candidate Jyothika Thumbasseril Manoj has a strong background in software development, with relevant skills and projects that demonstrate technical proficiency in web development and machine learning. However, the job description for a CV Intern focuses on writing, editing, and communication skills related to CV creation, which the resume does not reflect. The candidate's academic background is in computer science, which is not directly relevant to the CV intern job description.",[],[],"['Problem-solving', 'Teamwork']",2.0,0,0,0,0.0
resume_adc27bca76.pdf,"['Strong English writing and editing skills (from academic achievements)', 'Attention to detail and accuracy (from academic and extracurricular involvements)', 'Basic knowledge of MS Word (implied from educational background)', 'Good communication and teamwork skills (from Toastmasters, leadership roles)']","The applicant demonstrates strong academic performance and a solid background in Computer Science with a focus on AI. However, the resume lacks direct experience or coursework related to CV writing, editing, or industry-specific knowledge. The applicant has strong communication and leadership skills, which are valuable but not directly related to the CV internship.",[],[],"['Strong English writing and editing skills (from academic achievements)', 'Attention to detail and accuracy (from academic and extracurricular involvements)', 'Good communication and teamwork skills (from Toastmasters, leadership roles)', 'Leadership from being a Club Vice President and President']",4.0,0,0,0,0.0
